Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /health,5866,0,77,77.2862919183655,72.51595900015673,199.97779199911747,41.0,32.71758750359797,0.0,77,77,78,78,79,81,83,90,160,200,200
GET,GET /products/search,28584,0,77,77.68422410139863,72.1800829996937,204.67412500147475,1499.0517422334174,159.42712601480468,0.0,77,78,78,79,80,81,84,91,160,190,200
,Aggregated,34450,0,77,77.61646589571929,72.1800829996937,204.67412500147475,1250.780870827286,192.14471351840265,0.0,77,78,78,79,80,81,84,90,160,190,200
